Project,Version,File,LOC_Added,LOC_Deleted,LOC_Touched,Churn,NR,NFix,NAuth,Buggy
bookkeeper,4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java,73,1,74,24,67,3,0,3,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,0,0,0,0,00,1,0,1,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java,0,0,0,0,00,1,0,1,No
bookkeeper,4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java,146,14,160,32,00,5,0,3,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java,706,388,1094,68,38,16,0,2,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,945,17,962,192,40,5,0,3,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,303,43,346,69,20,5,0,2,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieJournalRollingTest.java,305,46,351,50,14,7,0,3,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,0,0,0,0,00,1,0,1,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java,1207,174,1381,153,44,9,0,2,No
bookkeeper,Pre-Release,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,11,10,21,10,50,2,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/{meta => util}/SnapshotMap.java,2,3,5,5,00,1,0,1,No
bookkeeper,Pre-Release,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java,78,2,80,40,00,2,0,2,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java,374,223,597,49,75,12,0,4,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java,25,0,25,25,00,1,0,1,No
bookkeeper,4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,12,7,19,9,50,2,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/TestBackwardCompat.java,655,38,693,138,60,5,0,3,No
bookkeeper,4.0.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java,227,12,239,79,67,3,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/PortManager.java,55,0,55,55,00,1,0,1,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/ByteStringInterner.java,47,9,56,28,00,2,0,2,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigRegion.java,316,16,332,41,50,8,0,3,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/util/StringUtils.java,0,0,0,0,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,163,5,168,42,00,4,0,1,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/ZkSubscriptionManager.java,279,279,558,139,50,4,0,3,No
bookkeeper,4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java,27,0,27,27,00,1,0,1,No
bookkeeper,Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,148,0,148,148,00,1,0,1,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,0,0,0,0,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,46,4,50,16,67,3,0,2,No
bookkeeper,Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,209,0,209,209,00,1,0,1,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,0,0,0,0,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerCreateDeleteTest.java,75,1,76,38,00,2,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerChecker.java,465,3,468,117,00,4,0,2,No
bookkeeper,Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,124,0,124,124,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,293,20,313,52,17,6,0,2,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java,214,0,214,214,00,1,0,1,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java,119,34,153,25,50,6,0,4,No
bookkeeper,Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/util/Main.java,54,0,54,54,00,1,0,1,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubLoad.java,131,1,132,66,00,2,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/UpgradeTest.java,288,20,308,38,50,8,0,3,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java,97,5,102,25,50,4,0,2,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/VoidCallbackAdapter.java,42,0,42,21,00,2,0,2,No
bookkeeper,Pre-Release,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,11,10,21,10,50,2,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/mock/MockMetastoreTable.java,341,0,341,341,00,1,0,1,No
bookkeeper,Pre-Release,bookkeeper/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java,232,0,232,232,00,1,0,1,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java,104,5,109,27,25,4,0,3,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/NoResponseHandlerException.java,34,0,34,34,00,1,0,1,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,0,0,0,0,00,1,0,1,No
bookkeeper,Pre-Release,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/Factory.java,22,0,22,22,00,1,0,1,No
bookkeeper,4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java,33,2,35,17,50,2,0,2,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java,1779,517,2296,135,06,17,0,4,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/SlowBookieTest.java,211,3,214,107,00,2,0,2,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscribeResponseHandler.java,751,474,1225,245,00,5,0,1,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/HedwigHubTestBase.java,193,21,214,26,75,8,0,4,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java,751,150,901,450,50,2,0,2,No
bookkeeper,Pre-Release,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClient.java,370,10,380,126,67,3,0,2,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheBean.java,66,2,68,22,67,3,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CookieTest.java,387,32,419,83,80,5,0,3,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestReadTimeout.java,108,8,116,23,20,5,0,3,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,321,84,405,36,82,11,0,2,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,574,159,733,25,28,29,0,4,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestUpdateSubscriptionState.java,250,3,253,84,33,3,0,2,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java,618,34,652,40,75,16,0,4,No
bookkeeper,Pre-Release,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java,134,30,164,82,00,2,0,2,No
bookkeeper,Pre-Release,hedwig-client/src/main/java/org/apache/hedwig/util/Pair.java,42,0,42,42,00,1,0,1,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/MMTopicManager.java,354,1,355,177,50,2,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/{test => bookie}/IndexCorruptionTest.java,10,23,33,33,00,1,0,1,No
bookkeeper,4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java,59,2,61,20,33,3,0,3,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java,233,19,252,84,00,3,0,2,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java,69,13,82,27,33,3,0,3,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManager.java,832,31,863,95,89,9,0,3,No
bookkeeper,Pre-Release,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ClientChannelPipelineFactory.java,63,5,68,22,67,3,0,2,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHub.java,857,117,974,97,40,10,0,4,No
bookkeeper,Pre-Release,hedwig-server/src/test/java/org/apache/hedwig/HelperMethods.java,60,2,62,31,00,2,0,2,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/admin/console/ReadTopic.java,380,49,429,107,25,4,0,1,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,0,0,0,0,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/CloseTest.java,36,10,46,11,50,4,0,2,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,149,39,188,20,89,9,0,3,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,86,9,95,11,88,8,0,2,No
bookkeeper,Pre-Release,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/FakeBookie.java,151,50,201,67,00,3,0,2,No
bookkeeper,Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/client/BKException.java,249,0,249,249,00,1,0,1,No
bookkeeper,4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieLayoutVersionTest.java,297,297,594,118,80,5,0,2,No
bookkeeper,Pre-Release,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java,5,5,10,5,00,2,0,2,No
bookkeeper,Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,198,0,198,198,00,1,0,1,No
bookkeeper,Pre-Release,bookkeeper/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java,305,0,305,305,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java,56,0,56,56,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/ReplicationTestUtil.java,59,0,59,59,00,1,0,1,No
bookkeeper,Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,138,0,138,138,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/metastore/TestMetaStore.java,662,14,676,169,00,4,0,2,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java,104,10,114,22,80,5,0,3,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java,166,0,166,83,00,2,0,1,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/meta/ZkMetadataManagerFactory.java,893,52,945,135,00,7,0,1,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestThrottlingDelivery.java,258,27,285,47,50,6,0,3,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ActiveLedgerManager.java,84,84,168,84,00,2,0,2,No
bookkeeper,Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,168,0,168,168,00,1,0,1,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java,0,0,0,0,00,1,0,1,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/test/java/org/apache/bookkeeper/test/NIOServerFactoryTest.java,0,0,0,0,00,1,0,1,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java,116,15,131,26,20,5,0,4,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreUtils.java,140,0,140,140,00,1,0,1,No
bookkeeper,Pre-Release,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LoopbackClient.java,14,11,25,6,25,4,0,2,No
bookkeeper,Pre-Release,bookkeeper-server/src/test/java/org/apache/bookkeeper/{test => client}/LedgerCacheTest.java,1,1,2,2,00,1,0,1,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,0,0,0,0,00,1,0,1,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,1038,617,1655,97,35,17,0,4,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/StubSubscriptionManager.java,59,4,63,15,75,4,0,3,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/SubscriptionEventEmitter.java,50,0,50,50,00,1,0,1,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookkeeperPersistenceManagerWhiteBox.java,375,16,391,55,86,7,0,4,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java,60,49,109,13,63,8,0,2,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/CloseSubscriptionResponseHandler.java,84,0,84,84,00,1,0,1,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java,136,4,140,46,67,3,0,3,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreFactory.java,33,0,33,33,00,1,0,1,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java,477,122,599,66,56,9,0,4,No
bookkeeper,Pre-Release,hedwig-server/src/test/java/org/apache/hedwig/StubCallback.java,51,0,51,51,00,1,0,1,No
bookkeeper,4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalLedgerDeleteTest.java,47,4,51,25,50,2,0,1,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ActiveSubscriber.java,384,1,385,192,50,2,0,1,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,0,0,0,0,00,1,0,1,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,0,0,0,0,00,1,0,1,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/client/DigestManager.java,0,0,0,0,00,1,0,1,No
bookkeeper,Pre-Release,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManagerWithRangeScan.java,28,1,29,14,50,2,0,2,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/mock/MockMetaStore.java,81,0,81,81,00,1,0,1,No
bookkeeper,Pre-Release,bookkeeper/src/test/java/org/apache/bookkeeper/test/BookieRecoveryTest.java,400,0,400,400,00,1,0,1,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java,1081,235,1316,101,23,13,0,4,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java,59,1,60,30,00,2,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestLedgerUnderreplicationManager.java,820,58,878,73,17,12,0,3,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerLayoutTest.java,171,23,194,38,80,5,0,2,No
bookkeeper,Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,81,0,81,81,00,1,0,1,No
bookkeeper,Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,140,0,140,140,00,1,0,1,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/HedwigRegionTestBase.java,329,42,371,37,10,10,0,4,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AutoRecoveryMainTest.java,69,0,69,69,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java,242,79,321,53,50,6,0,2,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/mock/MockMetastoreCursor.java,98,0,98,98,00,1,0,1,No
bookkeeper,Pre-Release,hedwig-client/src/main/java/org/apache/hedwig/util/Callback.java,51,4,55,27,50,2,0,2,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,276,84,360,90,00,4,0,2,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/TestLedgerDirsManager.java,82,2,84,42,00,2,0,2,No
bookkeeper,4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerRecoveryTest.java,81,17,98,19,60,5,0,2,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/admin/console/JLineHedwigCompletor.java,103,2,105,52,50,2,0,1,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,0,0,0,0,00,1,0,1,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestSubUnsubHandler.java,203,25,228,28,50,8,0,3,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java,0,0,0,0,00,1,0,1,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/test/java/org/apache/bookkeeper/test/LedgerRecoveryTest.java,0,0,0,0,00,1,0,1,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java,63,4,67,22,33,3,0,3,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java,110,1,111,55,50,2,0,1,No
bookkeeper,Pre-Release,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicOwnershipChangeListener.java,28,0,28,28,00,1,0,1,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java,624,0,624,312,00,2,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,478,290,768,42,67,18,0,3,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,0,0,0,0,00,1,0,1,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannel.java,54,0,54,54,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,732,38,770,48,13,16,0,3,No
